,name,category,price,availability,href
272,TP-Link RE305 - AC1200 Wi-Fi Range Extender - Ver 4.0 - OneMesh,Network Products > Range Extender,"Rs.9,500",In Stock,/network-products-range-extender-tp-link-re305-ac1200-wi-fi-range-extender-ver-4-0-onemesh-pakistan-p.7073.aspx
273,TP-Link EAP115-Wall 300Mbps Wireless N Wall-Plate Access Point Ver 1.20 EU,Network Products > Access Points | Ceiling Mount,"Rs.9,500",In Stock,/network-products-access-points-ceiling-mount-tp-link-eap115-wall-300mbps-wireless-n-wall-plate-access-point-ver-1-20-eu-pakistan-p.13897.aspx
274,Apple AirTag | 1 Pack,Peripherals / Misc > Bluetooth Receivers / Trackers,"Rs.9,500",In Stock,/peripherals-misc-bluetooth-receivers-trackers-apple-airtag-1-pack-pakistan-p.13500.aspx
275,Redragon TRIDENT M693 Wireless Bluetooth RGB Gaming Mouse,Mouse > Redragon,"Rs.9,700",In Stock,/mouse-redragon-redragon-trident-m693-wireless-bluetooth-rgb-gaming-mouse-pakistan-p.14690.aspx
276,ADATA Premier DDR4 16GB 3200MHz SO-DIMM Laptop Memory AD4S320016G22-SGN,Memory Module / RAM > Laptop (SOD) - DDR4 Memory,"Rs.9,700",In Stock,/memory-module-ram-laptop-sod-ddr4-memory-adata-premier-ddr4-16gb-3200mhz-so-dimm-laptop-memory-ad4s320016g22-sgn-pakistan-p.15491.aspx
277,TeamGroup CX2 512GB SSD SATA,Solid-State Drives (SSD) > TeamGroup,"Rs.9,700",In Stock,/solid-state-drives-ssd-teamgroup-teamgroup-cx2-512gb-ssd-sata-pakistan-p.13684.aspx
278,A4Tech FS300 Hot-Swappable Mechanical Keyboard | Panda Rock Climbing,Keyboard > A4 Tech Keyboards,"Rs.9,800",In Stock,/keyboard-a4-tech-keyboards-a4tech-fs300-hot-swappable-mechanical-keyboard-panda-rock-climbing-pakistan-p.15901.aspx
279,A4Tech FS300 Hot-Swappable Mechanical Keyboard | Panda Snorkeling,Keyboard > A4 Tech Keyboards,"Rs.9,800",Out of Stock,/keyboard-a4-tech-keyboards-a4tech-fs300-hot-swappable-mechanical-keyboard-panda-snorkeling-pakistan-p.15902.aspx
280,TP-Link Archer C6 AC1200 Wireless MU-MIMO Gigabit Router,Network Products > Routers | Wireless,"Rs.9,900",In Stock,/network-products-routers-wireless-tp-link-archer-c6-ac1200-wireless-mu-mimo-gigabit-router-pakistan-p.8576.aspx
281,Stabimatic 500VA Servo Motor Voltage Stabilizer SF-500C,Stabilizer > Stabimatic Stabilizers,"Rs.9,900",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-500va-servo-motor-voltage-stabilizer-sf-500c-pakistan-p.1604.aspx
282,JBL Go 3 Portable Bluetooth Wireless Waterproof Speaker - Black,Speakers > Bluetooth Speakers,"Rs.9,990",Out of Stock,/speakers-bluetooth-speakers-jbl-go-3-portable-bluetooth-wireless-waterproof-speaker-black-pakistan-p.14363.aspx
283,"WD Green PC SSD 480GB 2.5"" SATA WDS480G3G0A",Solid-State Drives (SSD) > Western Digital (WD),"Rs.9,990",In Stock,/solid-state-drives-ssd-western-digital-wd-wd-green-pc-ssd-480gb-2-5-sata-wds480g3g0a-pakistan-p.14001.aspx
284,"ADATA Ultimate SU680 512GB Solid State Drive 3D NANA 2.5"" SATA SSD",Solid-State Drives (SSD) > Adata,"Rs.9,990",In Stock,/solid-state-drives-ssd-adata-adata-ultimate-su680-512gb-solid-state-drive-3d-nana-2-5-sata-ssd-pakistan-p.15127.aspx
285,Anker PowerCore Select 20000 mAh Powerbank (Black) A1363H11,Peripherals / Misc > Power Pack,"Rs.10,000",In Stock,/peripherals-misc-power-pack-anker-powercore-select-20000-mah-powerbank-black-a1363h11-pakistan-p.8717.aspx
286,JBL Go 3 Portable Bluetooth Wireless Waterproof Speaker Green JBLGO3GRN,Speakers > Bluetooth Speakers,"Rs.10,200",In Stock,/speakers-bluetooth-speakers-jbl-go-3-portable-bluetooth-wireless-waterproof-speaker-green-jblgo3grn-pakistan-p.16012.aspx
287,ANKER MagGo Power Bank 5000mAh 7.5W Stand Black,Peripherals / Misc > Power Pack,"Rs.10,200",In Stock,/peripherals-misc-power-pack-anker-maggo-power-bank-5000mah-7-5w-stand-black-pakistan-p.15782.aspx
288,Logitech G Pro Gaming Mouse with HERO 16K Sensor for Esports 910-005442,Mouse > Logitech,"Rs.10,500",In Stock,/mouse-logitech-logitech-g-pro-gaming-mouse-with-hero-16k-sensor-for-esports-910-005442-pakistan-p.8001.aspx
289,Logitech G502 HERO High Performance Gaming Mouse - 910-005472,Mouse > Logitech,"Rs.10,500",In Stock,/mouse-logitech-logitech-g502-hero-high-performance-gaming-mouse-910-005472-pakistan-p.7372.aspx
290,"SteelSeries Rival 310 Gaming Mouse - Black - 12,000 CPI TrueMove3 Optical Sensor - RGB Lighting - 62433",Mouse > SteelSeries,"Rs.10,500",On Order Only,/mouse-steelseries-steelseries-rival-310-gaming-mouse-black-12-000-cpi-truemove3-optical-sensor-rgb-lighting-62433-pakistan-p.7493.aspx
291,"NZXT F120 RGB Duo 120mm Dual-Sided RGB Fan, 20 Individually Addressable LEDs, Anti-Vibration Rubber Corners, White, Single Pack",Cooling Solutions > Case Fans,"Rs.10,500",In Stock,/cooling-solutions-case-fans-nzxt-f120-rgb-duo-120mm-dual-sided-rgb-fan-20-individually-addressable-leds-anti-vibration-rubber-corners-white-single-pack-pakistan-p.15556.aspx
292,"Redragon Gaming Essentials S101-BA-2 Keyboard, Mouse, Headset & Mousepad 4 in 1 Set",Keyboard > Redragon,"Rs.10,500",In Stock,/keyboard-redragon-redragon-gaming-essentials-s101-ba-2-keyboard-mouse-headset-mousepad-4-in-1-set-pakistan-p.10043.aspx
293,TP-Link Archer T9UH AC1900 High Gain Wireless Dual Band USB Adapter - Ver 2.0,Network Products > Wireless Adapter,"Rs.10,500",In Stock,/network-products-wireless-adapter-tp-link-archer-t9uh-ac1900-high-gain-wireless-dual-band-usb-adapter-ver-2-0-pakistan-p.13321.aspx
294,Stabimatic SD-500C 500VA Servo Motor Voltage Stabilizer,Stabilizer > Stabimatic Stabilizers,"Rs.10,500",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-sd-500c-500va-servo-motor-voltage-stabilizer-pakistan-p.5302.aspx
295,ADATA Legend 710 512GB PCIe Gen3 x4 M.2 2280 3D NAND Solid State Drive SSD ALEG-710-512GCS NVMe,Solid-State Drives (SSD) > Adata,"Rs.10,500",In Stock,/solid-state-drives-ssd-adata-adata-legend-710-512gb-pcie-gen3-x4-m-2-2280-3d-nand-solid-state-drive-ssd-aleg-710-512gcs-nvme-pakistan-p.15240.aspx
296,TP-Link CPE605 5GHz 150Mbps 23dBi Outdoor CPE,Network Products > Outdoor Radio | Antenna | 4G,"Rs.10,800",On Order Only,/network-products-outdoor-radio-antenna-4g-tp-link-cpe605-5ghz-150mbps-23dbi-outdoor-cpe-pakistan-p.13898.aspx
297,Seagate SkyHawk 1TB Surveillance Hard Drive - ST1000VX005,Hard Drives > Surveillance HDD's,"Rs.10,900",In Stock,/hard-drives-surveillance-hdds-seagate-skyhawk-1tb-surveillance-hard-drive-st1000vx005-pakistan-p.5372.aspx
298,Logitech H540 USB Computer Headset 981-000480,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.10,990",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-h540-usb-computer-headset-981-000480-pakistan-p.2661.aspx
299,Apple USB Type-C VGA Multiport Adapter MJ1L2,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.11,000",On Order Only,/peripherals-misc-adapters-converters-usb-hub-chargers-apple-usb-type-c-vga-multiport-adapter-mj1l2-pakistan-p.14380.aspx
300,Lexar NM620 M.2 2280 NVMe SSD 512GB PCle Gen 3x4 LNM620X512G,Solid-State Drives (SSD) > Lexar,"Rs.11,000",In Stock,/solid-state-drives-ssd-lexar-lexar-nm620-m-2-2280-nvme-ssd-512gb-pcle-gen-3x4-lnm620x512g-pakistan-p.13737.aspx
301,Logitech G403 Hero Gaming Mouse 910-005634,Mouse > Logitech,"Rs.11,200",In Stock,/mouse-logitech-logitech-g403-hero-gaming-mouse-910-005634-pakistan-p.9535.aspx
302,Logitech G213 Prodigy RGB Gaming Keyboard | 920-008096,Keyboard > Logitech Keyboards,"Rs.11,200",In Stock,/keyboard-logitech-keyboards-logitech-g213-prodigy-rgb-gaming-keyboard-920-008096-pakistan-p.5892.aspx
303,Boost Tiger PC Case Black,Casing > Boost,"Rs.11,400",In Stock,/casing-boost-boost-tiger-pc-case-black-pakistan-p.14901.aspx
304,Redragon PELOPS H818 Wireless Gaming Headset PC PS4 PS5 XBOX Smartphone,Headsets | Headphones | Mic > Redragon,"Rs.11,400",In Stock,/headsets-headphones-mic-redragon-redragon-pelops-h818-wireless-gaming-headset-pc-ps4-ps5-xbox-smartphone-pakistan-p.13025.aspx
305,Bloody MR710 RGB Wireless Gaming Bluetooth Headset | Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,400",In Stock,/headsets-headphones-mic-headsets-headphones-bloody-mr710-rgb-wireless-gaming-bluetooth-headset-black-pakistan-p.13502.aspx
306,Glorious Model D Minus Gaming Mouse (GLO-MS-DM-MW) D- Matte White,Mouse > Glorious,"Rs.11,500",In Stock,/mouse-glorious-glorious-model-d-minus-gaming-mouse-glo-ms-dm-mw-d-matte-white-pakistan-p.10311.aspx
307,1st Player Rainbow R3-A ATX RGB Tempered Glass PC Gaming Case Black | Without Fans,Casing > 1stPlayer,"Rs.11,500",In Stock,/casing-1stplayer-1st-player-rainbow-r3-a-atx-rgb-tempered-glass-pc-gaming-case-black-without-fans-pakistan-p.14326.aspx
308,Redragon H510W Zeus 2 Gaming Headset 7.1 Surround Sound,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,500",In Stock,/headsets-headphones-mic-headsets-headphones-redragon-h510w-zeus-2-gaming-headset-7-1-surround-sound-pakistan-p.10550.aspx
309,TP-Link EAP110-Outdoor N300 Wireless N Outdoor Access Point Ver 3.0,Network Products > Outdoor Radio | Antenna | 4G,"Rs.11,500",In Stock,/network-products-outdoor-radio-antenna-4g-tp-link-eap110-outdoor-n300-wireless-n-outdoor-access-point-ver-3-0-pakistan-p.9809.aspx
310,Logitech Z313 2.1 Speaker System with Subwoofer (980-000413),Speakers > Speakers | Wired,"Rs.11,900",In Stock,/speakers-speakers-wired-logitech-z313-2-1-speaker-system-with-subwoofer-980-000413-pakistan-p.5794.aspx
311,"JBL Tune 520BT Wireless On-Ear Headphones, JBL Pure Bass Sound, Bluetooth 5.3 and Hands-Free Calls - White",Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,990",In Stock,/headsets-headphones-mic-headsets-headphones-jbl-tune-520bt-wireless-on-ear-headphones-jbl-pure-bass-sound-bluetooth-5-3-and-hands-free-calls-white-pakistan-p.15601.aspx
312,"JBL Tune 520BT Wireless On-Ear Headphones, JBL Pure Bass Sound, Bluetooth 5.3 and Hands-Free Calls - Black",Headsets | Headphones | Mic > Headsets | Headphones,"Rs.11,990",Out of Stock,/headsets-headphones-mic-headsets-headphones-jbl-tune-520bt-wireless-on-ear-headphones-jbl-pure-bass-sound-bluetooth-5-3-and-hands-free-calls-black-pakistan-p.15600.aspx
313,WD 500GB Blue SN570 NVMe SSD M.2 2280 PCIe Gen3 x4 WDS500G3B0C Western Digital,Solid-State Drives (SSD) > Western Digital (WD),"Rs.11,990",In Stock,/solid-state-drives-ssd-western-digital-wd-wd-500gb-blue-sn570-nvme-ssd-m-2-2280-pcie-gen3-x4-wds500g3b0c-western-digital-pakistan-p.13309.aspx
314,NZXT F140 RGB DUO 140mm Dual-sided RGB Fan Black,Cooling Solutions > Case Fans,"Rs.12,000",In Stock,/cooling-solutions-case-fans-nzxt-f140-rgb-duo-140mm-dual-sided-rgb-fan-black-pakistan-p.15557.aspx
315,Lian Li ST120-3W RGB 120MM White Fan With Controller - Triple Pack,Cooling Solutions > Case Fans,"Rs.12,000",In Stock,/cooling-solutions-case-fans-lian-li-st120-3w-rgb-120mm-white-fan-with-controller-triple-pack-pakistan-p.11265.aspx
316,TP-Link TL-SF1009P 9-Port 10/100Mbps Desktop Switch with 8-Port PoE+ (Ver 1.0),Network Products > Switches,"Rs.12,000",On Order Only,/network-products-switches-tp-link-tl-sf1009p-9-port-10-100mbps-desktop-switch-with-8-port-poe-ver-1-0-pakistan-p.11774.aspx
317,Google Chromecast with Google TV HD (Snow) GA03131,TV Devices | Streaming Media Players > Streaming Media Players,"Rs.12,200",In Stock,/tv-devices-streaming-media-players-streaming-media-players-google-chromecast-with-google-tv-hd-snow-ga03131-pakistan-p.14097.aspx
318,Redragon H510 Zeus 2 Gaming Headset,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.12,300",In Stock,/headsets-headphones-mic-headsets-headphones-redragon-h510-zeus-2-gaming-headset-pakistan-p.10335.aspx
319,TP-Link Deco M4 Whole Home Mesh Wi-Fi System - Dual-Band AC1200 (1 Pack),Network Products > Range Extender,"Rs.12,400",On Order Only,/network-products-range-extender-tp-link-deco-m4-whole-home-mesh-wi-fi-system-dual-band-ac1200-1-pack-pakistan-p.16013.aspx
320,Aerocool LUX 650W Power Supply Unit PSU 80 Plus Bronze,Power Supply > Aerocool,"Rs.12,490",In Stock,/power-supply-aerocool-aerocool-lux-650w-power-supply-unit-psu-80-plus-bronze-pakistan-p.15816.aspx
321,TP-Link MC200CM Gigabit Multi-Mode Media Converter,Network Products > Media Converters | PoE,"Rs.12,500",On Order Only,/network-products-media-converters-poe-tp-link-mc200cm-gigabit-multi-mode-media-converter-pakistan-p.13734.aspx
322,TP-Link Archer AX12 AX1500 Dual-Band Gigabit Wi-Fi 6 Router,Network Products > Routers | Wireless,"Rs.12,700",Out of Stock,/network-products-routers-wireless-tp-link-archer-ax12-ax1500-dual-band-gigabit-wi-fi-6-router-pakistan-p.15763.aspx
323,Transcend JetRam 16GB DDR5 4800 SO-DIMM DRAM Memory Module for Laptop | JM4800ASE-16G,Memory Module / RAM > Laptop (SOD) - DDR5 Memory,"Rs.12,900",Out of Stock,/memory-module-ram-laptop-sod-ddr5-memory-transcend-jetram-16gb-ddr5-4800-so-dimm-dram-memory-module-for-laptop-jm4800ase-16g-pakistan-p.14714.aspx
324,EZVIZ H8C Smart Home Pan & Tilt Wi-Fi Camera 1080P,Cameras | Drones > Wi-Fi | Security Camera,"Rs.12,900",In Stock,/cameras-drones-wi-fi-security-camera-ezviz-h8c-smart-home-pan-tilt-wi-fi-camera-1080p-pakistan-p.14636.aspx
325,Stabimatic SD-1000C Voltage Stabilizer - 1000VA - Servo Motor,Stabilizer > Stabimatic Stabilizers,"Rs.12,900",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-sd-1000c-voltage-stabilizer-1000va-servo-motor-pakistan-p.13501.aspx
326,SteelSeries PRIME Pro Series Wired Esports Gaming Mouse - 62533,Mouse > SteelSeries,"Rs.12,990",In Stock,/mouse-steelseries-steelseries-prime-pro-series-wired-esports-gaming-mouse-62533-pakistan-p.14288.aspx
327,TP-Link TL-SG1008P V6 8-Port Gigabit Desktop Switch with 4-Port PoE+,Network Products > Switches,"Rs.13,000",On Order Only,/network-products-switches-tp-link-tl-sg1008p-v6-8-port-gigabit-desktop-switch-with-4-port-poe-pakistan-p.12440.aspx
328,Redragon VATA K580 RGB LED Backlit Mechanical Gaming Keyboard - Blue Switches - Black,Keyboard > Redragon,"Rs.13,200",In Stock,/keyboard-redragon-redragon-vata-k580-rgb-led-backlit-mechanical-gaming-keyboard-blue-switches-black-pakistan-p.9558.aspx
329,Stabimatic SF-1500C Automatic Voltage Regulator 1500VA,Stabilizer > Stabimatic Stabilizers,"Rs.13,200",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-sf-1500c-automatic-voltage-regulator-1500va-pakistan-p.11044.aspx
330,TP-Link Tapo C310 Outdoor Security Wi-Fi Camera - Ver 1.0,Cameras | Drones > Wi-Fi | Security Camera,"Rs.13,300",On Order Only,/cameras-drones-wi-fi-security-camera-tp-link-tapo-c310-outdoor-security-wi-fi-camera-ver-1-0-pakistan-p.13306.aspx
331,EZVIZ H3c 2K+ Wi-Fi Smart Home Camera,Cameras | Drones > Wi-Fi | Security Camera,"Rs.13,400",Out of Stock,/cameras-drones-wi-fi-security-camera-ezviz-h3c-2k-wi-fi-smart-home-camera-pakistan-p.15692.aspx
332,SteelSeries Aerox 3 2022 Edition Ultra Lightweight Wired Gaming Mouse - Snow - 62603,Mouse > SteelSeries,"Rs.13,500",On Order Only,/mouse-steelseries-steelseries-aerox-3-2022-edition-ultra-lightweight-wired-gaming-mouse-snow-62603-pakistan-p.14286.aspx
333,SteelSeries Aerox 3 2022 Edition Ultra Lightweight Wired Gaming Mouse - Onyx - 62611,Mouse > SteelSeries,"Rs.13,500",On Order Only,/mouse-steelseries-steelseries-aerox-3-2022-edition-ultra-lightweight-wired-gaming-mouse-onyx-62611-pakistan-p.14275.aspx
334,Glorious Model O Special Edition Wired Gaming Mouse - Matte Pink - GLO-MS-O-P-FORGE - 67g,Mouse > Glorious,"Rs.13,500",On Order Only,/mouse-glorious-glorious-model-o-special-edition-wired-gaming-mouse-matte-pink-glo-ms-o-p-forge-67g-pakistan-p.14331.aspx
335,Glorious Model O- Special Edition Wired Gaming Mouse - Matte Pink - GLO-MS-OM-P-FORGE - 58g,Mouse > Glorious,"Rs.13,500",On Order Only,/mouse-glorious-glorious-model-o-special-edition-wired-gaming-mouse-matte-pink-glo-ms-om-p-forge-58g-pakistan-p.14330.aspx
336,Glorious Model D Minus Gaming Mouse D- Glossy White | GLO-MS-DM-GW,Mouse > Glorious,"Rs.13,500",In Stock,/mouse-glorious-glorious-model-d-minus-gaming-mouse-d-glossy-white-glo-ms-dm-gw-pakistan-p.10352.aspx
337,Glorious Model I Gaming Mouse - Matte White | GLO-MS-I-MW,Mouse > Glorious,"Rs.13,500",In Stock,/mouse-glorious-glorious-model-i-gaming-mouse-matte-white-glo-ms-i-mw-pakistan-p.13352.aspx
338,HP 19A Original LaserJet Imaging Drum (CF219A),Cartridges & Toners > Printer Toners,"Rs.13,500",On Order Only,/cartridges-toners-printer-toners-hp-19a-original-laserjet-imaging-drum-cf219a-pakistan-p.8153.aspx
339,Bloody S98 AVIATOR Hot-Swappable RGB Mechanical Keyboard - BLMS Switch - Aviator - Red Switch,Keyboard > A4 Tech Keyboards,"Rs.13,500",In Stock,/keyboard-a4-tech-keyboards-bloody-s98-aviator-hot-swappable-rgb-mechanical-keyboard-blms-switch-aviator-red-switch-pakistan-p.14954.aspx
340,"Logitech G Driving Force Shifter for G923, G29 and G920 Steering Wheel",Gaming Products > Driving Wheels | Flight Control Joystick,"Rs.13,800",In Stock,/gaming-products-driving-wheels-flight-control-joystick-logitech-g-driving-force-shifter-for-g923-g29-and-g920-steering-wheel-pakistan-p.11618.aspx
341,Stabimatic 650 UPS - 650VA Uninterruptible Power Supply with LCD,UPS > Stabimatic UPS,"Rs.13,900",In Stock,/ups-stabimatic-ups-stabimatic-650-ups-650va-uninterruptible-power-supply-with-lcd-pakistan-p.5701.aspx
342,Stabimatic SD-1500C Voltage Stabilizer,Stabilizer > Stabimatic Stabilizers,"Rs.13,900",In Stock,/stabilizer-stabimatic-stabilizers-stabimatic-sd-1500c-voltage-stabilizer-pakistan-p.11045.aspx
343,"JBL Clip 4 Bluetooth Portable Speaker, Waterproof, Dustproof, Blue JBLCLIP4BLU",Speakers > Bluetooth Speakers,"Rs.13,990",On Order Only,/speakers-bluetooth-speakers-jbl-clip-4-bluetooth-portable-speaker-waterproof-dustproof-blue-jblclip4blu-pakistan-p.15631.aspx
344,"JBL Clip 4 Bluetooth Portable Speaker, Waterproof, Dustproof, Black JBLCLIP4BLK",Speakers > Bluetooth Speakers,"Rs.13,990",On Order Only,/speakers-bluetooth-speakers-jbl-clip-4-bluetooth-portable-speaker-waterproof-dustproof-black-jblclip4blk-pakistan-p.15364.aspx
345,"Microsoft Modern USB Headset for Business 6IG-00010, Certified for Microsoft Teams",Headsets | Headphones | Mic > Headsets | Headphones,"Rs.13,990",In Stock,/headsets-headphones-mic-headsets-headphones-microsoft-modern-usb-headset-for-business-6ig-00010-certified-for-microsoft-teams-pakistan-p.15431.aspx
346,Aerocool LUX 750W Power Supply Unit PSU 80 Plus Bronze,Power Supply > Aerocool,"Rs.13,990",In Stock,/power-supply-aerocool-aerocool-lux-750w-power-supply-unit-psu-80-plus-bronze-pakistan-p.15815.aspx
347,Logitech M705 Marathon Wireless Mouse,Mouse > Logitech,"Rs.14,000",In Stock,/mouse-logitech-logitech-m705-marathon-wireless-mouse-pakistan-p.15262.aspx
348,TP-Link TL-SF1024D 24-port 10/100Mbps Desktop/Rackmount Unmanaged Switch - Ver 3.0,Network Products > Switches,"Rs.14,000",On Order Only,/network-products-switches-tp-link-tl-sf1024d-24-port-10-100mbps-desktop-rackmount-unmanaged-switch-ver-3-0-pakistan-p.7848.aspx
349,TP-Link TL-MR100 300 Mbps Wireless N 4G LTE Router,Network Products > 3G/4G Routers,"Rs.14,000",On Order Only,/network-products-3g-4g-routers-tp-link-tl-mr100-300-mbps-wireless-n-4g-lte-router-pakistan-p.15914.aspx
350,Glorious Model O (Glossy Black) Regular 68 Grams RGB Gaming Mouse | GO-GBLACK,Mouse > Glorious,"Rs.14,500",On Order Only,/mouse-glorious-glorious-model-o-glossy-black-regular-68-grams-rgb-gaming-mouse-go-gblack-pakistan-p.9403.aspx
351,Glorious Model O (Matte Black) Regular 67 Grams RGB Gaming Mouse - GO-Black,Mouse > Glorious,"Rs.14,500",On Order Only,/mouse-glorious-glorious-model-o-matte-black-regular-67-grams-rgb-gaming-mouse-go-black-pakistan-p.9147.aspx
352,"Glorious Model O Minus Gaming Mouse, Matte Black, 58G (GOM-BLACK), Model O-",Mouse > Glorious,"Rs.14,500",On Order Only,/mouse-glorious-glorious-model-o-minus-gaming-mouse-matte-black-58g-gom-black-model-o-pakistan-p.9055.aspx
353,Twisted Minds Single Monitor Aluminum Slim Mechanical Spring Monitor Arm - Black - TM-26-C06U,Gaming Products > Monitor Mounts,"Rs.14,500",In Stock,/gaming-products-monitor-mounts-twisted-minds-single-monitor-aluminum-slim-mechanical-spring-monitor-arm-black-tm-26-c06u-pakistan-p.13218.aspx
354,"JBL Tune 720BT Wireless Headphones, JBL Pure Bass Sound, Bluetooth 5.3 - White",Headsets | Headphones | Mic > Headsets | Headphones,"Rs.14,500",In Stock,/headsets-headphones-mic-headsets-headphones-jbl-tune-720bt-wireless-headphones-jbl-pure-bass-sound-bluetooth-5-3-white-pakistan-p.15583.aspx
355,Xiaomi TV Box S 2nd Gen Google TV 4K Ultra HD MDZ-28-AA | 2.4 GHz + 5 GHz,TV Devices | Streaming Media Players > Streaming Media Players,"Rs.14,500",In Stock,/tv-devices-streaming-media-players-streaming-media-players-xiaomi-tv-box-s-2nd-gen-google-tv-4k-ultra-hd-mdz-28-aa-2-4-ghz-5-ghz-pakistan-p.14832.aspx
356,Gigabyte P450B 80 PLUS Bronze Certified 450W Power Supply GP-P450B,Power Supply > Gigabyte,"Rs.14,500",In Stock,/power-supply-gigabyte-gigabyte-p450b-80-plus-bronze-certified-450w-power-supply-gp-p450b-pakistan-p.10371.aspx
357,TP-Link EAP225-Wall Omada Wireless Wall-Plate AC1200 Access Point,Network Products > Access Points | Ceiling Mount,"Rs.14,500",On Order Only,/network-products-access-points-ceiling-mount-tp-link-eap225-wall-omada-wireless-wall-plate-ac1200-access-point-pakistan-p.14143.aspx
358,Apple 30W USB-C Power Adapter - MY1W2,Peripherals / Misc > Adapters | Converters | USB HUB | Chargers,"Rs.14,700",On Order Only,/peripherals-misc-adapters-converters-usb-hub-chargers-apple-30w-usb-c-power-adapter-my1w2-pakistan-p.14976.aspx
359,XPG SPECTRIX D35G DDR4 16GB (8GB x 2) 3600MHz RGB Desktop Memory | White,Memory Module / RAM > Desktop - DDR4 Memory,"Rs.14,800",In Stock,/memory-module-ram-desktop-ddr4-memory-xpg-spectrix-d35g-ddr4-16gb-8gb-x-2-3600mhz-rgb-desktop-memory-white-pakistan-p.16107.aspx
360,"Razer Kiyo X | Full HD Streaming USB Webcam, Auto Focus, RZ19-04170100- R3M1, 1080p",Cameras | Drones > Webcams,"Rs.14,990",On Order Only,/cameras-drones-webcams-razer-kiyo-x-full-hd-streaming-usb-webcam-auto-focus-rz19-04170100-r3m1-1080p-pakistan-p.16047.aspx
361,Logitech G435 Lightspeed Wireless Gaming Headset - Black and Neon Yellow,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.14,990",In Stock,/headsets-headphones-mic-headsets-headphones-logitech-g435-lightspeed-wireless-gaming-headset-black-and-neon-yellow-pakistan-p.14238.aspx
362,TP-Link TL-SG1016D - 16-Port Gigabit Desktop/Rackmount Switch,Network Products > Switches,"Rs.14,990",In Stock,/network-products-switches-tp-link-tl-sg1016d-16-port-gigabit-desktop-rackmount-switch-pakistan-p.7066.aspx
363,"TP-Link CPE510 5GHz 300Mbps 13dBi Outdoor CPE, Point to Point Wireless Bridge,13dBi, 15km+",Network Products > Outdoor Radio | Antenna | 4G,"Rs.14,990",In Stock,/network-products-outdoor-radio-antenna-4g-tp-link-cpe510-5ghz-300mbps-13dbi-outdoor-cpe-point-to-point-wireless-bridge-13dbi-15km-pakistan-p.9814.aspx
364,Lian Li UNI FAN SL140 ARGB White | 2-Fan with Controller | UF-SL140-2W,Cooling Solutions > Case Fans,"Rs.15,000",In Stock,/cooling-solutions-case-fans-lian-li-uni-fan-sl140-argb-white-2-fan-with-controller-uf-sl140-2w-pakistan-p.11901.aspx
365,ADATA HD330 1TB USB 3.1 Shock-Resistant Extra Slim External Portable Hard Drive - Black - AHD330-1TU31-CBK,Hard Drives > External Hard Drives,"Rs.15,500",In Stock,/hard-drives-external-hard-drives-adata-hd330-1tb-usb-3-1-shock-resistant-extra-slim-external-portable-hard-drive-black-ahd330-1tu31-cbk-pakistan-p.16108.aspx
366,"SteelSeries Rival 5 Gaming Mouse - PrismSync RGB Lighting - FPS, MOBA, MMO, Battle Royale - Black - 62551",Mouse > SteelSeries,"Rs.15,500",On Order Only,/mouse-steelseries-steelseries-rival-5-gaming-mouse-prismsync-rgb-lighting-fps-moba-mmo-battle-royale-black-62551-pakistan-p.14285.aspx
367,ADATA DDR5 16GB 5600 U-DIMM Desktop Memory Module AD5U560016G-S,Memory Module / RAM > Desktop - DDR5 Memory,"Rs.15,500",In Stock,/memory-module-ram-desktop-ddr5-memory-adata-ddr5-16gb-5600-u-dimm-desktop-memory-module-ad5u560016g-s-pakistan-p.15720.aspx
368,Twisted Minds Single Monitor Premium Slim Aluminum Spring Assisted Monitor Arm - White - TM-49-C06-W,Gaming Products > Monitor Mounts,"Rs.15,500",In Stock,/gaming-products-monitor-mounts-twisted-minds-single-monitor-premium-slim-aluminum-spring-assisted-monitor-arm-white-tm-49-c06-w-pakistan-p.13216.aspx
369,XPG VALOR MESH Compact Mid-Tower Chassis | White,Casing > XPG Casing,"Rs.15,500",In Stock,/casing-xpg-casing-xpg-valor-mesh-compact-mid-tower-chassis-white-pakistan-p.15964.aspx
370,XPG VALOR MESH Compact Mid-Tower Chassis | Black,Casing > XPG Casing,"Rs.15,500",In Stock,/casing-xpg-casing-xpg-valor-mesh-compact-mid-tower-chassis-black-pakistan-p.15965.aspx
371,Redragon IRE PRO H848 Bluetooth Wireless Gaming Headset | Black,Headsets | Headphones | Mic > Headsets | Headphones,"Rs.15,500",In Stock,/headsets-headphones-mic-headsets-headphones-redragon-ire-pro-h848-bluetooth-wireless-gaming-headset-black-pakistan-p.14722.aspx
